id,name,address,city,state,zip,phone,LAT,LON,hasSpecialties,ADDICTION MEDICINE,ADVANCED HEART FAILURE AND TRANSPLANT CARDIOLOGY,ALLERGY/IMMUNOLOGY,ANESTHESIOLOGY,ANESTHESIOLOGY ASSISTANT,AUDIOLOGIST,CARDIAC ELECTROPHYSIOLOGY,CARDIAC SURGERY,CARDIOVASCULAR DISEASE (CARDIOLOGY),CERTIFIED NURSE MIDWIFE,CERTIFIED REGISTERED NURSE ANESTHETIST,CHIROPRACTIC,CLINICAL NURSE SPECIALIST,CLINICAL PSYCHOLOGIST,CLINICAL SOCIAL WORKER,COLORECTAL SURGERY (PROCTOLOGY),CRITICAL CARE (INTENSIVISTS),DENTIST,DERMATOLOGY,DIAGNOSTIC RADIOLOGY,EMERGENCY MEDICINE,ENDOCRINOLOGY,FAMILY PRACTICE,GASTROENTEROLOGY,GENERAL PRACTICE,GENERAL SURGERY,GERIATRIC MEDICINE,GERIATRIC PSYCHIATRY,GYNECOLOGICAL ONCOLOGY,HAND SURGERY,HEMATOLOGY,HEMATOLOGY/ONCOLOGY,HEMATOPOIETIC CELL TRANSPLANTATION AND CELLULAR TH,HOSPICE/PALLIATIVE CARE,HOSPITALIST,INFECTIOUS DISEASE,INTERNAL MEDICINE,INTERVENTIONAL CARDIOLOGY,INTERVENTIONAL PAIN MANAGEMENT,INTERVENTIONAL RADIOLOGY,MAXILLOFACIAL SURGERY,MEDICAL ONCOLOGY,NEPHROLOGY,NEUROLOGY,NEUROPSYCHIATRY,NEUROSURGERY,NUCLEAR MEDICINE,NURSE PRACTITIONER,OBSTETRICS/GYNECOLOGY,OCCUPATIONAL THERAPY,OPHTHALMOLOGY,OPTOMETRY,ORAL SURGERY,ORTHOPEDIC SURGERY,OSTEOPATHIC MANIPULATIVE MEDICINE,OTOLARYNGOLOGY,PAIN MANAGEMENT,PATHOLOGY,PEDIATRIC MEDICINE,PERIPHERAL VASCULAR DISEASE,PHYSICAL MEDICINE AND REHABILITATION,PHYSICAL THERAPY,PHYSICIAN ASSISTANT,PLASTIC AND RECONSTRUCTIVE SURGERY,PODIATRY,PREVENTATIVE MEDICINE,PSYCHIATRY,PULMONARY DISEASE,RADIATION ONCOLOGY,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,"RHEUMATOLOGY,",SLEEP MEDICINE,SPEECH LANGUAGE PATHOLOGIST,SPORTS MEDICINE,SURGICAL ONCOLOGY,THORACIC SURGERY,UNDEFINED PHYSICIAN TYPE (SPECIFY),"UROLOGY,",VASCULAR SURGERY,id
497,Mallee Track Health & Community Service [Ouyen],28 Britt Street,Ouyen,Vic,3490,03 5092 1111,-35.074349,142.312345,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30496
498,Mallee Track Health & Community Service [Sea Lake],33-43 McClelland Avenue,Sea Lake,Vic,3533,03 5070 2155,-35.500395,142.858003,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30497
499,Malvern Private Hospital,5 Winton Vale Crescent,Malvern East,Vic,3145,03 9885 9621,-37.866954,145.060765,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30498
500,Manangatang & District Hospital,37 Pioneer Street,Manangatang,Vic,3546,03 5035 1500,-35.050955,142.880512,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30499
501,Manilla Hospital,143 Court Street,Manilla,NSW,2346,02 6785 4000,-30.745717,150.732249,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30500
502,Manning Hospital,26 York Street,Taree,NSW,2430,02 6592 9111,-31.910418,152.454485,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30501
503,Manningham Day Procedure Centre,"Suite 304, Level 3 Manningham Medical Centre 200 High Street",Templestowe Lower,Vic,3107,03 8850 0590,-37.773471,145.115662,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30502
504,Mannum District Hospital,Parker Street,Mannum,SA,5238,08 8569 0200,-34.916481,139.308614,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30503
505,Mansfield District Hospital,53 Highett Street,Mansfield,Vic,3722,03 5775 8800,-37.057574,146.086149,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30504
506,Mareeba Hospital,21 Lloyd Street,Mareeba,Qld,4880,07 4092 9333,-16.987117,145.424468,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30505
507,Margaret River Hospital,Farrelly Street,Margaret River,WA,6285,08 9757 0400,-33.952162,115.071229,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30506
508,Maroondah Hospital [East Ringwood],Davey Drive,Ringwood East,Vic,3135,1300 342 255,-37.806884,145.254535,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30507
509,Maryborough District Health Service [Dunolly],20 Havelock Street,Dunolly,Vic,3472,03 5468 1000,-36.855269,143.735139,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30508
510,Maryborough District Health Service [Maryborough],75-87 Clarendon Street,Maryborough,Vic,3465,03 5461 0333,-37.044781,143.737692,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30509
511,Maryborough Hospital,185 Walker Street,Maryborough,Qld,4650,07 4122 8222,-25.522131,152.689855,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30510
512,Maryvale Private Hospital,286 Maryvale Road,Morwell,Vic,3840,03 5132 1200,-38.215028,146.418561,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30511
513,Masada Private Hospital,26 Balaclava Road,St Kilda,Vic,3183,03 9038 1300,-37.869799,145.003096,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30512
514,Mater Adult Hospital,Raymond Terrace,South Brisbane,Qld,4101,07 3163 8111,-27.485488,153.028103,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30513
515,Mater Children's Private Brisbane,Raymond Terrace,South Brisbane,Qld,4101,07 3163 8111,-27.48485,153.027436,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30514
516,Mater Hospital Pimlico,21 - 37 Fulham Road,Pimlico,Qld,4812,07 4727 4444,-19.288482,146.786528,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30515
517,Mater Hospital Sydney,25 Rocklands Road,North Sydney,NSW,2060,02 9900 7300,-33.831152,151.201247,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30516
518,Mater Misericordiae Day Unit,1 Wellington Street,Mackay,Qld,4740,07 4953 5990,-21.139073,149.181984,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30517
519,Mater Misericordiae Hospital Bundaberg,313 Bourbong Street,Bundaberg,Qld,4670,07 4153 9539,-24.870766,152.330412,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30518
520,Mater Misericordiae Hospital Gladstone,50 Rossella Street,Gladstone,Qld,4680,07 4971 3713,-23.850526,151.247469,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30519
521,Mater Misericordiae Hospital Mackay,76 Willetts Road,Mackay,Qld,4740,07 4965 5666,-21.129416,149.166033,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30520
522,Mater Misericordiae Hospital Rockhampton,Ward Street,Rockhampton,Qld,4700,07 4931 3313,-23.398033,150.497444,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30521
523,Mater Mothers' Hospital,Raymond Terrace,South Brisbane,Qld,4101,07 3163 1918,-27.485436,153.027001,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30522
524,Mater Mothers' Private Brisbane,Raymond Terrace,South Brisbane,Qld,4101,07 3163 8111,-27.485992,153.027747,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30523
525,Mater Private Hospital Brisbane,301 Vulture Street,South Brisbane,Qld,4101,07 3163 8111,-27.483975,153.028777,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30524
526,Mater Private Hospital Redland,Weippin Street,Cleveland,Qld,4163,07 3163 7444,-27.540811,153.25043,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30525
527,Mater Women's and Children's Hospital Hyde Park,12 Oxford Street,Hyde Park,Qld,4812,07 4727 4444,-19.276512,146.798978,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30526
528,May Shaw District Nursing Centre,37 Wellington Street,Swansea,Tas,7190,03 6257 9100,-42.127383,148.076788,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30527
529,McLaren Vale & Districts War Memorial Hospital Inc,3 Aldersey Street,McLaren Vale,SA,5171,08 8323 6600,-35.221405,138.544962,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30528
530,Meekatharra Hospital,Savage Street,Meekatharra,WA,6642,08 9981 0600,-26.591366,118.491861,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30529
531,Melbourne MediBrain & MediSleep Centre,631 Inkerman Road,Caulfield North,Vic,3161,03 9504 8400,-37.869064,145.018774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30530
532,Melbourne Oral & Facial Surgery,"Level 12, 63 Exhibition Street",Melbourne,Vic,3000,03 9654 4844,-37.814488,144.971391,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30531
533,Melbourne Private Hospital,Royal Parade,Parkville,Vic,3052,03 8341 3400,-37.798272,144.957025,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30532
534,Melton Health,195-209 Barries Road,Melton West,Vic,3337,03 9747 7600,-37.686449,144.558284,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30533
535,Menindee Health Service,Perry Street,Menindee,NSW,2879,08 8091 4209,-32.390335,142.414869,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30534
536,Meningie and Districts Memorial Hospital and Health Services,2 South Terrace,Meningie,SA,5264,08 8575 2777,-35.693212,139.335565,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30535
537,Mercy Care Hospital - Albury,550 Poole Street,Albury,NSW,2640,02 6042 1400,-36.069221,146.916764,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30536
538,Mercy Care Hospital - Young,69 Demondrille Street,Young,NSW,2594,02 6382 8444,-34.321003,148.288693,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30537
539,Mercy Health - O'Connell Family Centre,6 Mont Albert Road,Canterbury,Vic,3126,03 8416 7600,-37.816688,145.061729,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30538
540,Mercy Hospital for Women,163 Studley Road,Heidelberg,Vic,3084,03 8458 4444,-37.756075,145.061008,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30539
541,Merredin Health Service,Kitchener Road,Merredin,WA,6415,08 9081 3222,-31.485204,118.276491,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30540
542,Merriwa Multi Purpose Service,MacKenzie Street,Merriwa,NSW,2329,02 6532 5000,-32.142714,150.361316,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30541
543,Mersey Community Hospital,Bass Highway,Latrobe,Tas,7307,03 6478 5500,-41.229052,146.422445,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30542
544,MetroRehab Hospital,275 Addison Road,Petersham,NSW,2049,02 8585 4900,-33.899441,151.155602,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30543
545,Metwest Surgical,17 Hereward Highway,Blacktown,NSW,2148,02 9622 7667,-33.774236,150.912421,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30544
546,Midlands Multi Purpose Centre,13 Church Street,Oatlands,Tas,7120,03 6254 5030,-42.299353,147.369522,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30545
547,Mildura Base Hospital,Ontario Avenue,Mildura,Vic,3502,03 5022 3333,-34.185634,142.143348,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30546
548,Mildura Private Hospital,220-228 Thirteenth Street,Mildura,Vic,3500,03 5022 2611,-34.18479,142.145705,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30547
549,Miles Hospital,26 Colamba Street,Miles,Qld,4415,07 4628 5600,-26.658236,150.191023,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30548
550,Millicent and Districts Hospital and Health Service,Mount Gambier Road,Millicent,SA,5280,08 8733 4755,-37.598354,140.358924,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30549
551,Millmerran Hospital,50 Commens Street,Millmerran,Qld,4357,07 4695 3111,-27.878928,151.26267,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30550
552,Milton Ulladulla Hospital,104-106 Princes Highway,Milton,NSW,2538,02 4455 1333,-35.317313,150.438918,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30551
553,Miranda Eye Surgical Centre,Suite 4/16-22 Willock Avenue,Miranda,NSW,2228,02 9540 4586,-34.03244,151.101631,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30552
554,Mitcham Private Hospital,27 Doncaster East Road,Mitcham,Vic,3132,03 9210 3222,-37.810436,145.194808,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30553
555,Mitchell Hospital,95 Ann Street,Mitchell,Qld,4465,07 4623 1277,-26.489913,147.972493,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30554
556,Modbury Hospital,41-69 Smart Road,Modbury,SA,5092,08 8161 2000,-34.834166,138.690505,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30555
557,Mogo Day Surgery,2-4 Charles Street,Mogo,NSW,2536,02 4474 3774,-35.782893,150.14387,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30556
558,Molong Health Service,King Street,Molong,NSW,2866,02 6392 3300,-33.087622,148.859724,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30557
559,Mona Vale Hospital,Coronation Street,Mona Vale,NSW,2103,02 9998 0333,-33.685353,151.306618,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30558
560,Monash Medical Centre [Clayton],246 Clayton Road,Clayton,Vic,3168,03 9594 6666,-37.921176,145.123128,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30559
561,Monash Medical Centre [Moorabbin],823-865 Centre Road,East Bentleigh,Vic,3165,03 9928 8111,-37.920697,145.063197,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30560
562,Monto Hospital,35 Flinders Street,Monto,Qld,4630,07 4166 9300,-24.866424,151.112501,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30561
563,Montserrat Day Hospital Gaythorne,383-391 Samford Road,Gaythorne,Qld,4051,07 3550 3550,-27.417069,152.982237,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30562
564,Moora Hospital,Dandaragan Road,Moora,WA,6510,08 9651 0222,-30.639557,116.001119,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30563
565,Moranbah Hospital,Elliott Street,Moranbah,Qld,4744,07 4941 4600,-22.002125,148.055287,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30564
566,Morawa Health Service,Caulfield Road,Morawa,WA,6623,08 9971 0200,-29.212897,116.002986,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30565
567,Moree Hospital,Alice Street,Moree,NSW,2400,02 6757 0000,-29.470678,149.839648,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30566
568,Morisset Hospital,Dora Street,Morisset,NSW,2264,02 4973 0222,-33.128549,151.512816,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30567
569,Mornington Island Hospital,Lardyl Street,Mornington Island,Qld,4871,07 4745 7209,-16.665534,139.178559,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30568
570,Moruya Hospital,2-10 River Street,Moruya,NSW,2537,02 4474 2666,-35.904137,150.070774,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30569
571,Mossman Hospital,9 Hospital Street,Mossman,Qld,4873,07 4084 1200,-16.464031,145.368025,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30570
572,Mount Barker District Soldiers' Memorial Hospital,Wellington Road,Mount Barker,SA,5251,08 8393 1777,-35.081813,138.870277,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30571
573,Mount Druitt Hospital,75 Railway Street,Mount Druitt,NSW,2770,02 9881 1555,-33.765929,150.829646,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30572
574,Mount Gambier and Districts Health Service,276-300 Wehl Street North,Mount Gambier,SA,5290,08 8721 1200,-37.805003,140.786662,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30573
575,Mount Gambier Private Hospital,276-300 Wehl Street North,Mount Gambier,SA,5290,08 8721 1412,-37.805952,140.786887,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30574
576,Mount Hospital,150 Mounts Bay Road,West Perth,WA,6005,08 9481 1822,-31.958534,115.845401,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30575
577,Mount Isa Base Hospital,30 Camooweal Street,Mount Isa,Qld,4825,07 4744 4444,-20.730919,139.493815,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30576
578,Mount Morgan Hospital,Black Street,Mount Morgan,Qld,4714,07 4912 5100,-23.645094,150.392639,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30577
579,Mount Pleasant District Hospital,28 Hospital Road,Mount Pleasant,SA,5235,08 8568 0000,-34.773855,139.054212,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30578
580,Mount Wilga Private Hospital,66 Rosamond Street,Hornsby,NSW,2077,02 9847 5000,-33.692829,151.092939,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30579
581,Moura Hospital,14 Nott Street,Moura,Qld,4718,07 4997 2900,-24.575948,149.975999,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30580
582,Moyne Health Services [Port Fairy],30-36 Villiers Street,Port Fairy,Vic,3284,03 5568 0100,-38.381599,142.227523,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30581
583,Mudgee Health Service,Meares Street,Mudgee,NSW,2850,02 6378 6222,-32.603229,149.588179,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30582
584,Mullewa Health Service,Elder Street,Mullewa,WA,6630,08 9961 6200,-28.535991,115.510017,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30583
