_,id,name,address,city,state,zip,country,phone,type,ownership,emergency,quality,LAT,LON
399,399,Ipswich Day Hospital,10 Churchill Street,Ipswich,Qld,4305,Australia,07 3282 8800,Private,,No,,-27.6184,152.7608
400,400,Ipswich Hospital,Chelmsford Avenue,Ipswich,Qld,4305,Australia,07 3810 1111,Public,,Yes,,-27.619465,152.759313
401,401,Ivanhoe Hospital,11 Columbus Street,Ivanhoe,NSW,2878,Australia,02 6990 2200,Public,,Yes,,-32.898193,144.298904
402,402,Jamestown Hospital and Health Service,South Terrace,Jamestown,SA,5491,Australia,08 8664 1406,Public,,No,,-33.212265,138.616249
403,403,Jandowae Hospital,13 Dalby Street,Jandowae,Qld,4410,Australia,07 4668 4555,Public,,No,,-26.781016,151.105313
404,404,Jerilderie Multi Purpose Service,33-39 Southey Street,Jerilderie,NSW,2716,Australia,03 5886 1300,Public,,Yes,,-35.356628,145.720596
405,405,Jessie McPherson Private Hospital,246 Clayton Road,Clayton,Vic,3168,Australia,03 9594 2776,Private,,No,,-37.9201,145.1225
406,406,John Fawkner Private Hospital,275 Moreland Road,Coburg,Vic,3058,Australia,03 9385 2500,Private,,No,,-37.754369,144.958398
407,407,John Flynn Private Hospital,42 Inland Drive,Tugun,Qld,4224,Australia,07 5598 9000,Private,,No,,-28.153911,153.488616
408,408,John Hunter Hospital,Lookout Road,New Lambton,NSW,2305,Australia,02 4921 3000,Public,,Yes,,-32.922177,151.692438
409,409,Jolimont Endoscopy,19/201 Wellington Parade Sth,East Melbourne,Vic,3002,Australia,03 9654 8033,Private,,No,,-37.816762,144.978596
410,410,Joondalup Health Campus (Private),Corner of Grand Boulevard and Shenton Avenue,Joondalup,WA,6027,Australia,08 9400 9400,Private,,No,,-31.738788,115.77034
411,411,Joondalup Health Campus (Public),Shenton Avenue,Joondalup,WA,6027,Australia,08 9400 9030,Public,,Yes,,-31.738788,115.771737
412,412,Joyce Palmer Health Service,Beach Road,Palm Island,Qld,4816,Australia,07 4752 5100,Public,,No,,-18.732733,146.578731
413,413,Julia Creek Hospital,1 Burke Street,Julia Creek,Qld,4823,Australia,07 4746 4000,Public,,No,,-20.656096,141.749875
414,414,Junee Multi Purpose Service,67 Broadway Street,Junee,NSW,2663,Australia,02 6924 8200,Public,,Yes,,-34.866914,147.581314
415,415,Justice Health Services,1300 Anzac Parade,Malabar,NSW,2036,Australia,02 9700 3000,Public,,No,,-33.96907,151.243206
416,416,Kahlyn Day Centre,40 Briant Road,Magill,SA,5072,Australia,08 8331 0811,Private,,No,,-34.916913,138.669951
417,417,Kalamunda Hospital,Elizabeth Street,Kalamunda,WA,6076,Australia,08 9257 8100,Public,,No,,-31.966471,116.060267
418,418,Kalbarri Health Centre,Kaiber Street,Kalbarri,WA,6536,Australia,08 9937 0100,Public,,No,,-27.712843,114.161574
419,419,Kalgoorlie Hospital,Piccadilly Street,Kalgoorlie,WA,6430,Australia,08 9080 5888,Public,,Yes,,-30.740839,121.470122
420,420,Kangaroo Island Health Service,3 to 7 The Esplanade,Kingscote,SA,5223,Australia,08 8553 4200,Public,,No,,-35.652693,137.641289
421,421,Kapunda Hospital,26 Nash Street,Kapunda,SA,5373,Australia,08 8566 2007,Public,,No,,-34.330289,138.921679
422,422,Kareena Private Hospital,86 Kareena Road,Caringbah,NSW,2229,Australia,02 9717 0000,Private,,No,,-34.034986,151.114186
423,423,Karitane Mothercraft Society,Corner of The Horsley Drive and Mitchell Street,Carramar,NSW,2163,Australia,02 9794 2300,Public,,No,,-33.879777,150.965763
424,424,Karoonda and District Soldiers' Memorial Hospital,13 Stokes Road,Karoonda,SA,5307,Australia,08 8579 1111,Public,,No,,-35.094226,139.889429
425,425,Karratha Health Campus,"62 Balmoral Road, Pegs Creek",Karratha,WA,6714,Australia,08 9144 7777,Public,,Yes,,-20.732208,116.839511
426,426,Katanning Hospital,Clive Street,Katanning,WA,6317,Australia,08 9821 6222,Public,,No,,-33.683032,117.563409
427,427,Katherine Hospital,Gorge Road,Katherine,NT,850,Australia,08 8973 9211,Public,,Yes,,-14.439002,132.272129
428,428,Kawana Private Hospital,14/5 Innovation Parkway,Birtinya,Qld,4575,Australia,07 5413 9100,Private,,No,,-26.733825,153.122164
429,429,Kellerberrin Memorial Hospital,51-63 Gregory Street,Kellerberrin,WA,6410,Australia,08 9045 6222,Public,,No,,-31.628902,117.716531
430,430,Kempsey Hospital,119 River Street,Kempsey,NSW,2440,Australia,02 6562 6155,Public,,Yes,,-31.067841,152.820038
431,431,Kenmore Hospital,Taralga Road,Kenmore,NSW,2580,Australia,02 4827 3303,Public,,No,,-34.721253,149.751344
432,432,Kerang District Health,13 Burgoyne Street,Kerang,Vic,3579,Australia,03 5450 9200,Public,,No,,-35.724287,143.916563
433,433,Kiama Hospital,Bonaira Street,Kiama,NSW,2533,Australia,02 4233 1033,Public,,No,,-34.682937,150.850514
434,434,Kilcoy Hospital,19 Brown Street,Kilcoy,Qld,4515,Australia,07 5422 4411,Public,,No,,-26.941009,152.561495
435,435,Kimba District Hospital and Aged Care,15 Martin Terrace,Kimba,SA,5641,Australia,08 8627 2400,Public,,No,,-33.143552,136.416013
436,436,King Edward Memorial Hospital for Women,374 Bagot Road,Subiaco,WA,6008,Australia,08 9340 2222,Public,,Yes,,-31.950093,115.818576
437,437,King Island Multi Purpose Centre,Edward Street,Currie,Tas,7256,Australia,03 6462 9900,Public,,No,,-39.931673,143.855453
438,438,Kingaroy Hospital,166 Youngman Street,Kingaroy,Qld,4610,Australia,07 4162 9200,Public,,No,,-26.532454,151.838307
439,439,Kingston Centre [Cheltenham],400 Warrigal Road,Cheltenham,Vic,3192,Australia,03 9265 1000,Public,,No,,-37.955018,145.078969
440,440,Kingston Soldiers' Memorial Hospital,Corner of Cooke and Young Streets,Kingston SE,SA,5275,Australia,08 8767 0222,Public,,No,,-36.835501,139.848763
441,441,Kingsway Day Surgery,"Level 1, 533 Kingsway",Miranda,NSW,2228,Australia,02 9717 0700,Private,,No,,-34.034096,151.103827
442,442,Kirwan Rehabilitation Unit,138 Thuringowa Drive,Kirwan,Qld,4817,Australia,07 4799 9800,Public,,No,,-19.303796,146.731627
443,443,Knox Private Hospital,262 Mountain Highway,Wantirna,Vic,3152,Australia,03 9210 7000,Private,,No,,-37.849645,145.228035
444,444,Kojonup Hospital,Spring Street,Kojonup,WA,6395,Australia,08 9831 2222,Public,,No,,-33.829481,117.152903
445,445,Kondinin Districts Health Service,130 Graham Street,Kondinin,WA,6367,Australia,08 9889 1000,Public,,No,,-32.488949,118.265439
446,446,Kooweerup Regional Health Service,215 Rossiter Road,Koo Wee Rup,Vic,3981,Australia,03 5997 9679,Public,,No,,-38.200653,145.484433
447,447,Kununoppin Health Service,Leake Street,Kununoppin,WA,6489,Australia,08 9683 2044,Public,,No,,-31.109682,117.922889
448,448,Kununurra Hospital,96 Coolibah Drive,Kununurra,WA,6743,Australia,08 9166 4222,Public,,No,,-15.775404,128.734229
449,449,Kurri Kurri Hospital,432 Lang Street,Kurri Kurri,NSW,2327,Australia,02 4936 3200,Public,,Yes,,-32.825017,151.463018
450,450,Kyabram & District Health Service,88 Fenaughty Street,Kyabram,Vic,3620,Australia,03 5857 0200,Public,,No,,-36.315539,145.042705
451,451,Kyneton District Health Service,7-25 Caroline Chisholm Drive,Kyneton,Vic,3444,Australia,03 5422 9900,Public,,No,,-37.254431,144.469742
452,452,Kyogle Multi Purpose Service,199 Summerland Way,Kyogle,NSW,2474,Australia,02 6632 1522,Public,,Yes,,-28.627124,153.001742
453,453,La Trobe Private Hospital,Corner Kingsbury Drive & Plenty Road,Bundoora,Vic,3083,Australia,03 9473 8900,Private,,No,,-37.716679,145.044334
454,454,Lachlan Health Service - Forbes,Lot 1 Elgin Street,Forbes,NSW,2871,Australia,02 6850 7100,Public,,Yes,,-33.396281,148.013831
455,455,Lachlan Health Service - Parkes,2 Morrissey Way,Parkes,NSW,2870,Australia,02 6861 2400,Public,,Yes,,-33.151507,148.169757
456,456,Lady Davidson Private Hospital,Bobbin Head Road,North Turramurra,NSW,2074,Australia,02 9488 0111,Private,,No,,-33.726718,151.139119
457,457,Laidley Hospital,75 William Street,Laidley,Qld,4341,Australia,07 5466 8100,Public,,No,,-27.632725,152.400015
458,458,Lake Cargelligo Multi Purpose Service,Uabba Street,Lake Cargelligo,NSW,2672,Australia,02 6898 1200,Public,,Yes,,-33.292027,146.374304
459,459,Lake Grace Hospital,Stubbs Street,Lake Grace,WA,6353,Australia,08 9890 2222,Public,,No,,-33.102524,118.452658
460,460,Lake Macquarie Private Hospital,3 Sydney Street,Gateshead,NSW,2290,Australia,02 4943 3122,Private,,No,,-32.981232,151.691719
461,461,Lameroo District Health Service,1A Vardon Terrace,Lameroo,SA,5302,Australia,08 8576 4600,Public,,No,,-35.328203,140.514643
462,462,Latrobe Regional Hospital [Traralgon],10 Village Avenue,Traralgon,Vic,3844,Australia,03 5173 8000,Public,,Yes,,-38.218475,146.471335
463,463,Launceston General Hospital,274-280 Charles Street,Launceston,Tas,7250,Australia,03 6777 6777,Public,,Yes,,-41.446634,147.142059
464,464,Laura and District Hospital,Mill Street,Laura,SA,5480,Australia,08 8663 2568,Public,,No,,-33.174925,138.298687
465,465,Laverton Hospital,Beria Road,Laverton,WA,6440,Australia,08 9088 2600,Public,,No,,-28.626817,122.399861
466,466,Lawrence Hargrave Private Hospital,72 Phillip Street,Thirroul,NSW,2515,Australia,02 4267 2811,Private,,No,,-34.310173,150.917631
467,467,Leeton Hospital,1 Myall Street,Leeton,NSW,2705,Australia,02 6953 1111,Public,,Yes,,-34.545222,146.408831
468,468,Leigh Creek Health Service,Black Oak Drive,Leigh Creek,SA,5731,Australia,08 8678 6022,Public,,No,,-30.593186,138.399925
469,469,Leonora Hospital,Sadie Canning Drive,Leonora,WA,6438,Australia,08 9080 4300,Public,,No,,-28.894319,121.337492
470,470,Lightning Ridge Multi Purpose Service,Lot 25 Pandora Street,Lightning Ridge,NSW,2834,Australia,02 6829 9999,Public,,Yes,,-29.429973,147.981869
471,471,Linacre Private Hospital,12 Linacre Road,Hampton,Vic,3188,Australia,03 9598 9666,Private,,No,,-37.942699,145.003259
472,472,Lismore Hospital,60 Uralba Street,Lismore,NSW,2480,Australia,02 6621 8000,Public,,Yes,,-28.809191,153.291045
473,473,Lithgow Hospital,2 Col Drewe Drive,Lithgow,NSW,2790,Australia,02 6350 2300,Public,,Yes,,-33.498751,150.127701
474,474,Liverpool Day Surgery,105-119 Longstaff Avenue,Chipping Norton,NSW,2170,Australia,02 9601 4488,Private,,No,,-33.926324,150.953704
475,475,Liverpool Eye Surgery,1-11 Moore Street,Liverpool,NSW,2170,Australia,02 9734 7000,Private,,No,,-33.922953,150.926861
476,476,Liverpool Hospital,Lot 2 Elizabeth Street,Liverpool,NSW,2170,Australia,02 9828 3000,Public,,Yes,,-33.919966,150.930776
477,477,Lockhart Hospital,53-55 Hebden Street,Lockhart,NSW,2656,Australia,02 6930 7100,Public,,Yes,,-35.222378,146.719064
478,478,Logan Endoscopy Services,2-3/3276 Mt Lindesay Hwy,Browns Plains,Qld,4118,Australia,07 3809 2893,Private,,No,,-27.659112,153.038795
479,479,Logan Hospital,Corner of Armstrong and Loganlea Roads,Meadowbrook,Qld,4131,Australia,07 3299 8899,Public,,Yes,,-27.670169,153.141732
480,480,Long Jetty Health Care Centre,Wyong Road,Killarney Vale,NSW,2261,Australia,02 4336 7700,Public,,No,,-33.369012,151.468538
481,481,Longreach Hospital,Jabiru Street,Longreach,Qld,4730,Australia,07 4658 4700,Public,,No,,-23.439033,144.260873
482,482,Lorne Community Hospital,1 Albert Street,Lorne,Vic,3232,Australia,03 5289 4300,Public,,No,,-38.545513,143.980743
483,483,Lourdes Hospital Dubbo,80-110 Cobbora Road,Dubbo,NSW,2830,Australia,02 6841 8500,Public,,No,,-32.238511,148.627361
484,484,Loxton Hospital Complex,Drabsch Street,Loxton,SA,5333,Australia,08 8584 8555,Public,,No,,-34.454695,140.564296
485,485,Lyell McEwin Hospital,Haydown Road,Elizabeth Vale,SA,5112,Australia,08 8182 9000,Public,,Yes,,-34.747607,138.664798
486,486,Mackay Base Hospital,475 Bridge Road,Mackay,Qld,4740,Australia,07 4885 6000,Public,,Yes,,-21.145792,149.155325
487,487,Mackay Rehabilitation Hospital,57 Norris Road,North Mackay,Qld,4740,Australia,07 4942 3848,Private,,No,,-21.113723,149.166763
488,488,Mackay Specialist Day Hospital,85 Willetts Road,North Mackay,Qld,4740,Australia,07 4942 0777,Private,,No,,-21.129471,149.16544
489,489,Macksville Hospital,14-22 Boundary Street,Macksville,NSW,2447,Australia,02 6568 0666,Public,,Yes,,-30.713725,152.919838
490,490,Maclean Hospital,21 Union Street,Maclean,NSW,2463,Australia,02 6640 0111,Public,,Yes,,-29.454219,153.201094
491,491,Macquarie Hospital,1 Wicks Road,North Ryde,NSW,2113,Australia,02 9888 1222,Public,,No,,-33.802312,151.124818
492,492,Macquarie University Hospital,3 Technology Place,Macquarie University,NSW,2109,Australia,02 9812 3000,Private,,No,,-33.773484,151.117877
493,493,Madison Day Surgery,3/25-29 Hunter St,Hornsby,NSW,2077,Australia,02 8445 0633,Private,,No,,-33.703145,151.100395
494,494,Maitland Hospital,550-560 High Street,Maitland,NSW,2320,Australia,02 4939 2000,Public,,Yes,,-32.726723,151.545887
495,495,Maldon Hospital,Chapel Street,Maldon,Vic,3463,Australia,03 5475 2000,Public,,No,,-36.992672,144.063677
496,496,Maleny Hospital,17 Bean Street,Maleny,Qld,4552,Australia,07 5420 5000,Public,,No,,-26.754893,152.844972
497,497,Mallee Track Health & Community Service [Ouyen],28 Britt Street,Ouyen,Vic,3490,Australia,03 5092 1111,Public,,No,,-35.074349,142.312345
498,498,Mallee Track Health & Community Service [Sea Lake],33-43 McClelland Avenue,Sea Lake,Vic,3533,Australia,03 5070 2155,Public,,No,,-35.500395,142.858003
499,499,Malvern Private Hospital,5 Winton Vale Crescent,Malvern East,Vic,3145,Australia,03 9885 9621,Private,,No,,-37.866954,145.060765
500,500,Manangatang & District Hospital,37 Pioneer Street,Manangatang,Vic,3546,Australia,03 5035 1500,Public,,No,,-35.050955,142.880512
501,501,Manilla Hospital,143 Court Street,Manilla,NSW,2346,Australia,02 6785 4000,Public,,Yes,,-30.745717,150.732249
502,502,Manning Hospital,26 York Street,Taree,NSW,2430,Australia,02 6592 9111,Public,,Yes,,-31.910418,152.454485
503,503,Manningham Day Procedure Centre,"Suite 304, Level 3 Manningham Medical Centre 200 High Street",Templestowe Lower,Vic,3107,Australia,03 8850 0590,Private,,No,,-37.773471,145.115662
504,504,Mannum District Hospital,Parker Street,Mannum,SA,5238,Australia,08 8569 0200,Public,,No,,-34.916481,139.308614
505,505,Mansfield District Hospital,53 Highett Street,Mansfield,Vic,3722,Australia,03 5775 8800,Public,,No,,-37.057574,146.086149
506,506,Mareeba Hospital,21 Lloyd Street,Mareeba,Qld,4880,Australia,07 4092 9333,Public,,No,,-16.987117,145.424468
507,507,Margaret River Hospital,Farrelly Street,Margaret River,WA,6285,Australia,08 9757 0400,Public,,No,,-33.952162,115.071229
508,508,Maroondah Hospital [East Ringwood],Davey Drive,Ringwood East,Vic,3135,Australia,1300 342 255,Public,,Yes,,-37.806884,145.254535
509,509,Maryborough District Health Service [Dunolly],20 Havelock Street,Dunolly,Vic,3472,Australia,03 5468 1000,Public,,No,,-36.855269,143.735139
510,510,Maryborough District Health Service [Maryborough],75-87 Clarendon Street,Maryborough,Vic,3465,Australia,03 5461 0333,Public,,No,,-37.044781,143.737692
511,511,Maryborough Hospital,185 Walker Street,Maryborough,Qld,4650,Australia,07 4122 8222,Public,,Yes,,-25.522131,152.689855
512,512,Maryvale Private Hospital,286 Maryvale Road,Morwell,Vic,3840,Australia,03 5132 1200,Private,,No,,-38.215028,146.418561
513,513,Masada Private Hospital,26 Balaclava Road,St Kilda,Vic,3183,Australia,03 9038 1300,Private,,No,,-37.869799,145.003096
514,514,Mater Adult Hospital,Raymond Terrace,South Brisbane,Qld,4101,Australia,07 3163 8111,Public,,Yes,,-27.485488,153.028103
515,515,Mater Children's Private Brisbane,Raymond Terrace,South Brisbane,Qld,4101,Australia,07 3163 8111,Private,,No,,-27.48485,153.027436
516,516,Mater Hospital Pimlico,21 - 37 Fulham Road,Pimlico,Qld,4812,Australia,07 4727 4444,Private,,No,,-19.288482,146.786528
517,517,Mater Hospital Sydney,25 Rocklands Road,North Sydney,NSW,2060,Australia,02 9900 7300,Private,,No,,-33.831152,151.201247
518,518,Mater Misericordiae Day Unit,1 Wellington Street,Mackay,Qld,4740,Australia,07 4953 5990,Private,,No,,-21.139073,149.181984
519,519,Mater Misericordiae Hospital Bundaberg,313 Bourbong Street,Bundaberg,Qld,4670,Australia,07 4153 9539,Private,,No,,-24.870766,152.330412
520,520,Mater Misericordiae Hospital Gladstone,50 Rossella Street,Gladstone,Qld,4680,Australia,07 4971 3713,Private,,No,,-23.850526,151.247469
521,521,Mater Misericordiae Hospital Mackay,76 Willetts Road,Mackay,Qld,4740,Australia,07 4965 5666,Private,,No,,-21.129416,149.166033
522,522,Mater Misericordiae Hospital Rockhampton,Ward Street,Rockhampton,Qld,4700,Australia,07 4931 3313,Private,,No,,-23.398033,150.497444
523,523,Mater Mothers' Hospital,Raymond Terrace,South Brisbane,Qld,4101,Australia,07 3163 1918,Public,,No,,-27.485436,153.027001
524,524,Mater Mothers' Private Brisbane,Raymond Terrace,South Brisbane,Qld,4101,Australia,07 3163 8111,Private,,No,,-27.485992,153.027747
525,525,Mater Private Hospital Brisbane,301 Vulture Street,South Brisbane,Qld,4101,Australia,07 3163 8111,Private,,No,,-27.483975,153.028777
526,526,Mater Private Hospital Redland,Weippin Street,Cleveland,Qld,4163,Australia,07 3163 7444,Private,,No,,-27.540811,153.25043
527,527,Mater Women's and Children's Hospital Hyde Park,12 Oxford Street,Hyde Park,Qld,4812,Australia,07 4727 4444,Private,,No,,-19.276512,146.798978
528,528,May Shaw District Nursing Centre,37 Wellington Street,Swansea,Tas,7190,Australia,03 6257 9100,Public,,No,,-42.127383,148.076788
529,529,McLaren Vale & Districts War Memorial Hospital Inc,3 Aldersey Street,McLaren Vale,SA,5171,Australia,08 8323 6600,Public,,No,,-35.221405,138.544962
530,530,Meekatharra Hospital,Savage Street,Meekatharra,WA,6642,Australia,08 9981 0600,Public,,No,,-26.591366,118.491861
531,531,Melbourne MediBrain & MediSleep Centre,631 Inkerman Road,Caulfield North,Vic,3161,Australia,03 9504 8400,Private,,No,,-37.869064,145.018774
532,532,Melbourne Oral & Facial Surgery,"Level 12, 63 Exhibition Street",Melbourne,Vic,3000,Australia,03 9654 4844,Private,,No,,-37.814488,144.971391
533,533,Melbourne Private Hospital,Royal Parade,Parkville,Vic,3052,Australia,03 8341 3400,Private,,No,,-37.798272,144.957025
534,534,Melton Health,195-209 Barries Road,Melton West,Vic,3337,Australia,03 9747 7600,Public,,No,,-37.686449,144.558284
535,535,Menindee Health Service,Perry Street,Menindee,NSW,2879,Australia,08 8091 4209,Public,,Yes,,-32.390335,142.414869
536,536,Meningie and Districts Memorial Hospital and Health Services,2 South Terrace,Meningie,SA,5264,Australia,08 8575 2777,Public,,No,,-35.693212,139.335565
537,537,Mercy Care Hospital - Albury,550 Poole Street,Albury,NSW,2640,Australia,02 6042 1400,Public,,No,,-36.069221,146.916764
538,538,Mercy Care Hospital - Young,69 Demondrille Street,Young,NSW,2594,Australia,02 6382 8444,Public,,No,,-34.321003,148.288693
539,539,Mercy Health - O'Connell Family Centre,6 Mont Albert Road,Canterbury,Vic,3126,Australia,03 8416 7600,Public,,No,,-37.816688,145.061729
540,540,Mercy Hospital for Women,163 Studley Road,Heidelberg,Vic,3084,Australia,03 8458 4444,Public,,Yes,,-37.756075,145.061008
541,541,Merredin Health Service,Kitchener Road,Merredin,WA,6415,Australia,08 9081 3222,Public,,No,,-31.485204,118.276491
542,542,Merriwa Multi Purpose Service,MacKenzie Street,Merriwa,NSW,2329,Australia,02 6532 5000,Public,,Yes,,-32.142714,150.361316
543,543,Mersey Community Hospital,Bass Highway,Latrobe,Tas,7307,Australia,03 6478 5500,Public,,Yes,,-41.229052,146.422445
544,544,MetroRehab Hospital,275 Addison Road,Petersham,NSW,2049,Australia,02 8585 4900,Private,,No,,-33.899441,151.155602
545,545,Metwest Surgical,17 Hereward Highway,Blacktown,NSW,2148,Australia,02 9622 7667,Private,,No,,-33.774236,150.912421
546,546,Midlands Multi Purpose Centre,13 Church Street,Oatlands,Tas,7120,Australia,03 6254 5030,Public,,No,,-42.299353,147.369522
547,547,Mildura Base Hospital,Ontario Avenue,Mildura,Vic,3502,Australia,03 5022 3333,Public,,Yes,,-34.185634,142.143348
548,548,Mildura Private Hospital,220-228 Thirteenth Street,Mildura,Vic,3500,Australia,03 5022 2611,Private,,No,,-34.18479,142.145705
549,549,Miles Hospital,26 Colamba Street,Miles,Qld,4415,Australia,07 4628 5600,Public,,No,,-26.658236,150.191023
550,550,Millicent and Districts Hospital and Health Service,Mount Gambier Road,Millicent,SA,5280,Australia,08 8733 4755,Public,,No,,-37.598354,140.358924
551,551,Millmerran Hospital,50 Commens Street,Millmerran,Qld,4357,Australia,07 4695 3111,Public,,No,,-27.878928,151.26267
552,552,Milton Ulladulla Hospital,104-106 Princes Highway,Milton,NSW,2538,Australia,02 4455 1333,Public,,Yes,,-35.317313,150.438918
553,553,Miranda Eye Surgical Centre,Suite 4/16-22 Willock Avenue,Miranda,NSW,2228,Australia,02 9540 4586,Private,,No,,-34.03244,151.101631
554,554,Mitcham Private Hospital,27 Doncaster East Road,Mitcham,Vic,3132,Australia,03 9210 3222,Private,,No,,-37.810436,145.194808
555,555,Mitchell Hospital,95 Ann Street,Mitchell,Qld,4465,Australia,07 4623 1277,Public,,No,,-26.489913,147.972493
556,556,Modbury Hospital,41-69 Smart Road,Modbury,SA,5092,Australia,08 8161 2000,Public,,Yes,,-34.834166,138.690505
557,557,Mogo Day Surgery,2-4 Charles Street,Mogo,NSW,2536,Australia,02 4474 3774,Private,,No,,-35.782893,150.14387
558,558,Molong Health Service,King Street,Molong,NSW,2866,Australia,02 6392 3300,Public,,Yes,,-33.087622,148.859724
559,559,Mona Vale Hospital,Coronation Street,Mona Vale,NSW,2103,Australia,02 9998 0333,Public,,No,,-33.685353,151.306618
560,560,Monash Medical Centre [Clayton],246 Clayton Road,Clayton,Vic,3168,Australia,03 9594 6666,Public,,Yes,,-37.921176,145.123128
561,561,Monash Medical Centre [Moorabbin],823-865 Centre Road,East Bentleigh,Vic,3165,Australia,03 9928 8111,Public,,No,,-37.920697,145.063197
562,562,Monto Hospital,35 Flinders Street,Monto,Qld,4630,Australia,07 4166 9300,Public,,No,,-24.866424,151.112501
563,563,Montserrat Day Hospital Gaythorne,383-391 Samford Road,Gaythorne,Qld,4051,Australia,07 3550 3550,Private,,No,,-27.417069,152.982237
564,564,Moora Hospital,Dandaragan Road,Moora,WA,6510,Australia,08 9651 0222,Public,,No,,-30.639557,116.001119
565,565,Moranbah Hospital,Elliott Street,Moranbah,Qld,4744,Australia,07 4941 4600,Public,,No,,-22.002125,148.055287
566,566,Morawa Health Service,Caulfield Road,Morawa,WA,6623,Australia,08 9971 0200,Public,,No,,-29.212897,116.002986
567,567,Moree Hospital,Alice Street,Moree,NSW,2400,Australia,02 6757 0000,Public,,Yes,,-29.470678,149.839648
568,568,Morisset Hospital,Dora Street,Morisset,NSW,2264,Australia,02 4973 0222,Public,,No,,-33.128549,151.512816
569,569,Mornington Island Hospital,Lardyl Street,Mornington Island,Qld,4871,Australia,07 4745 7209,Public,,No,,-16.665534,139.178559
570,570,Moruya Hospital,2-10 River Street,Moruya,NSW,2537,Australia,02 4474 2666,Public,,Yes,,-35.904137,150.070774
571,571,Mossman Hospital,9 Hospital Street,Mossman,Qld,4873,Australia,07 4084 1200,Public,,No,,-16.464031,145.368025
572,572,Mount Barker District Soldiers' Memorial Hospital,Wellington Road,Mount Barker,SA,5251,Australia,08 8393 1777,Public,,No,,-35.081813,138.870277
573,573,Mount Druitt Hospital,75 Railway Street,Mount Druitt,NSW,2770,Australia,02 9881 1555,Public,,Yes,,-33.765929,150.829646
574,574,Mount Gambier and Districts Health Service,276-300 Wehl Street North,Mount Gambier,SA,5290,Australia,08 8721 1200,Public,,Yes,,-37.805003,140.786662
575,575,Mount Gambier Private Hospital,276-300 Wehl Street North,Mount Gambier,SA,5290,Australia,08 8721 1412,Private,,No,,-37.805952,140.786887
576,576,Mount Hospital,150 Mounts Bay Road,West Perth,WA,6005,Australia,08 9481 1822,Private,,No,,-31.958534,115.845401
577,577,Mount Isa Base Hospital,30 Camooweal Street,Mount Isa,Qld,4825,Australia,07 4744 4444,Public,,Yes,,-20.730919,139.493815
578,578,Mount Morgan Hospital,Black Street,Mount Morgan,Qld,4714,Australia,07 4912 5100,Public,,No,,-23.645094,150.392639
579,579,Mount Pleasant District Hospital,28 Hospital Road,Mount Pleasant,SA,5235,Australia,08 8568 0000,Public,,No,,-34.773855,139.054212
580,580,Mount Wilga Private Hospital,66 Rosamond Street,Hornsby,NSW,2077,Australia,02 9847 5000,Private,,No,,-33.692829,151.092939
581,581,Moura Hospital,14 Nott Street,Moura,Qld,4718,Australia,07 4997 2900,Public,,No,,-24.575948,149.975999
582,582,Moyne Health Services [Port Fairy],30-36 Villiers Street,Port Fairy,Vic,3284,Australia,03 5568 0100,Public,,No,,-38.381599,142.227523
583,583,Mudgee Health Service,Meares Street,Mudgee,NSW,2850,Australia,02 6378 6222,Public,,Yes,,-32.603229,149.588179
584,584,Mullewa Health Service,Elder Street,Mullewa,WA,6630,Australia,08 9961 6200,Public,,No,,-28.535991,115.510017
585,585,Mundubbera Hospital,96 Leichhardt Street,Mundubbera,Qld,4626,Australia,07 4165 5200,Public,,No,,-25.587619,151.293282
586,586,Mungindi Hospital,Barwon Street,Mungindi,Qld,2406,Australia,02 6705 6100,Public,,No,,-28.972817,148.989061
587,587,Murgon Hospital,Coronation Drive,Murgon,Qld,4605,Australia,07 4169 9600,Public,,No,,-26.239075,151.950702
588,588,Murray Bridge Soldiers' Memorial Hospital,96 Swanport Road,Murray Bridge,SA,5253,Australia,08 8535 6777,Public,,No,,-35.128911,139.280462
589,589,Murray District Hospital,McKay Street,Pinjarra,WA,6208,Australia,08 9531 7222,Public,,No,,-32.639709,115.871589
590,590,Murray Valley Private Hospital,Nordsvan Drive,Wodonga,Vic,3690,Australia,02 6055 3100,Private,,No,,-36.138419,146.876478
591,591,Murrumburrah-Harden Hospital,54 Swift Street,Harden,NSW,2587,Australia,02 6386 2200,Public,,Yes,,-34.555254,148.360186
592,592,Murwillumbah Hospital,8 Ewing Street,Murwillumbah,NSW,2484,Australia,02 6672 1822,Public,,Yes,,-28.323417,153.400811
593,593,Muswellbrook Hospital,36 Brentwood Street,Muswellbrook,NSW,2333,Australia,02 6542 2000,Public,,Yes,,-32.264545,150.900263
594,594,Nambour Day Surgery,115 Howard Street,Nambour,Qld,4560,Australia,07 5476 3700,Private,,No,,-26.626321,152.96409
595,595,Nambour General Hospital,Hospital Road,Nambour,Qld,4560,Australia,07 5470 6600,Public,,Yes,,-26.621659,152.952249
596,596,Nambour Selangor Private Hospital,62 Netherton Street,Nambour,Qld,4560,Australia,07 5459 7444,Private,,No,,-26.618265,152.955949
597,597,Nanango Hospital,135 Brisbane Street,Nanango,Qld,4615,Australia,07 4171 6700,Public,,No,,-26.666405,152.007833
598,598,Nannup Hospital,Carey Street,Nannup,WA,6275,Australia,08 9756 3800,Public,,No,,-33.982797,115.76723
599,599,Naracoorte Health Service,101 Jenkins Terrace,Naracoorte,SA,5271,Australia,08 8762 8100,Public,,No,,-36.966849,140.743693
